lat,long,price,sqft_living,sqft_lot,sqft_above,sqft_basement,sqft_living15,sqft_lot15
47.6971,-122.34,335000,1430,1249,1430,0,1020,1112
47.6789,-122.116,550000,2170,9600,1460,710,1940,8400
47.374,-122.296,123300,1150,8050,1150,0,1360,8050
47.3741,-122.189,275436,2170,9658,2170,0,1490,9731
47.4355,-122.272,325000,2630,3435,1640,990,1920,2435
47.6507,-122.004,635000,2490,40608,2490,0,3170,45441
47.6689,-122.37,513000,1710,5000,1110,600,920,5000
47.5748,-122.031,580000,2130,35752,1490,640,3030,34000
47.4353,-122.335,225000,940,9272,940,0,1270,9375
47.5119,-122.321,265000,1400,9460,1060,340,1570,7700
47.5961,-122.305,313000,1630,3000,930,700,1630,3000
47.7344,-122.336,296000,1370,8400,1370,0,1330,8396
47.5929,-122.133,655500,2380,15800,1680,700,1950,11751
47.3167,-122.214,250750,2140,12058,2140,0,1640,10125
47.4893,-122.138,438000,1970,8545,1970,0,2590,7200
47.7596,-122.117,590000,2550,54014,1980,570,2180,21600
47.7309,-122.336,329500,1080,5250,1080,0,1100,5250
47.5522,-122.144,1.20E+06,3070,9645,2110,960,3130,9450
47.6527,-122.386,415000,1470,6000,900,570,1670,6000
47.7204,-122.115,900000,3620,42580,3620,0,2950,33167
47.5602,-121.86,378000,1050,57499,1050,0,1460,42688
47.2221,-122.059,474000,1050,403365,1050,0,1760,108900
47.6049,-122.288,464000,1320,3625,1320,0,1660,5438
47.7693,-122.32,310000,1210,7649,1210,0,1210,6760
47.7716,-122.392,580000,1860,7190,1860,0,1670,5525
47.3782,-122.514,999000,2830,505166,1830,1000,2120,21988
47.6493,-122.398,510000,810,6480,810,0,1920,6000
47.6725,-122.272,650000,1630,7475,1160,470,2320,7475
47.2707,-122.34,196000,880,19600,880,0,880,10500
47.4943,-122.331,220000,1660,11664,1010,650,1670,9975
47.5647,-122.108,855000,3440,10628,3440,0,3170,11434
47.7344,-122.246,483000,2110,10454,1440,670,1990,10890
47.7703,-122.35,400000,1060,12000,1060,0,1550,10500
47.7433,-122.194,435000,1900,7984,1900,0,2650,9352
47.5473,-122.371,219500,820,1060,760,60,1770,1924
47.6172,-122.23,2.95E+06,4860,23885,4860,0,3580,16054
47.7612,-122.344,427000,2050,3218,2050,0,2050,7200
47.6652,-122.338,430000,1090,4013,1090,0,1390,4013
47.6652,-122.338,685000,1090,4013,1090,0,1390,4013
47.6497,-122.393,495000,1920,6250,1060,860,2070,6250
47.342,-122.279,299950,1870,7942,1870,0,1870,7392
47.4951,-122.352,390000,2690,46609,2690,0,1920,7302
47.5729,-122.315,385000,2160,5863,1260,900,1590,3000
47.535,-122.049,740000,3000,10392,3000,0,3140,9213
47.574,-122.415,991700,2290,2350,1610,680,1610,3820
47.6033,-122.287,765000,2250,9600,1830,420,2060,4980
47.5672,-122.161,802000,2130,8734,2130,0,2550,8800
47.5901,-122.198,950000,2500,20000,1700,800,2650,20000
47.3412,-122.108,392000,2300,41167,2300,0,2300,21765
47.6601,-121.946,590000,3360,218235,3360,0,2650,220849
47.5153,-122.37,425000,1920,9000,1920,0,1530,10474
47.4948,-122.37,765000,2440,15143,1740,700,2390,10907
47.7257,-122.162,313500,1440,3488,1440,0,1390,3488
47.727,-122.3,320000,1780,6840,1780,0,1410,7200
47.6388,-122.399,604000,1490,4485,1350,140,1380,4846
47.6196,-122.298,570000,1400,1657,1060,340,1540,2275
47.7224,-122.101,639000,2150,12028,2150,0,1800,11777
47.4804,-122.133,335000,1910,10200,1910,0,1820,15600
47.6743,-122.308,896000,2660,3520,2080,580,2100,4080
47.442,-122.282,259500,1650,12349,1650,0,1470,10763
47.6921,-122.283,637000,1980,6000,1380,600,1260,6000
47.3078,-122.383,307450,2690,8874,1370,1320,1990,7875
47.6822,-122.399,535000,1380,3561,860,520,1820,4593
47.6882,-122.382,669500,2500,4046,1520,980,1410,4046
47.4713,-122.344,259000,1590,7148,1590,0,1150,7280
47.6033,-122.295,441000,1100,3300,1100,0,2020,4000
47.5275,-122.271,228800,1470,1612,980,490,1460,5027
47.7194,-122.022,530000,1680,4950,1680,0,1570,4800
47.633,-122.282,524000,1450,2272,750,700,2170,4370
47.5576,-122.376,430000,2020,4840,1200,820,1410,4840
47.6331,-122.31,1.33E+06,2470,4760,1890,580,2470,4760
47.3285,-122.134,210000,1230,12201,1230,0,1230,10780
47.5386,-122.373,449000,1850,5040,1230,620,1010,5040
47.5747,-122.414,945000,2540,7089,2540,0,1330,7089
47.4369,-122.272,200450,970,9130,970,0,1000,8886
47.3115,-122.209,219950,1070,6601,1070,0,1030,6614
47.5646,-122.184,659500,2620,18362,1870,750,2630,16792
47.6269,-122.1,746000,2110,8190,2110,0,2420,8400
47.7219,-122.102,540000,2110,7129,1280,830,1810,8674
47.7074,-122.349,485000,1910,5508,1020,890,1030,7440
47.5165,-122.372,202000,670,7844,670,0,740,7218
47.5547,-122.144,2.53E+06,6930,45100,4310,2620,2560,37766
47.7728,-122.253,502000,2010,11200,1360,650,2200,10640
47.2773,-122.276,279000,1770,10534,1210,560,1600,17400
47.6916,-122.352,409500,1340,4120,1040,300,1270,4635
47.7203,-122.194,453000,1660,15050,1260,400,1660,7320
47.5185,-122.363,367000,1820,5500,1820,0,1140,5500
47.5204,-122.206,550000,2510,5400,2510,0,1840,5400
47.4117,-122.209,273500,1560,8314,1560,0,1820,8925
47.711,-122.306,505000,2280,7400,1340,940,1540,7500
47.668,-122.063,770000,2650,40705,2650,0,2550,42625
47.7514,-122.286,565000,2470,7447,2470,0,2270,7400
47.7567,-122.073,316000,1270,10092,1270,0,1300,10375
47.3706,-122.31,160000,1520,7298,1520,0,1520,7298
47.4105,-122.295,170000,1310,9529,1310,0,1330,9529
47.4105,-122.295,235000,1310,9529,1310,0,1330,9529
47.6399,-122.158,1.80E+06,3930,39098,3930,0,4250,38682
47.7274,-122.202,310000,990,7050,990,0,1200,8125
47.4866,-122.232,285000,2080,13629,1040,1040,1780,14659
47.6946,-122.362,280000,960,4920,960,0,1010,5040
47.59,-122.229,2.30E+06,4070,13860,4070,0,3430,9240
47.5843,-122.06,763776,2750,16139,2750,0,2810,13093
47.4393,-122.347,530000,3230,13572,1880,1350,2910,15292
47.7216,-121.883,362000,890,211576,890,0,1670,217364
47.6939,-122.368,430000,990,4920,990,0,990,4960
47.6879,-122.392,456500,1290,3880,1290,0,1290,4850
47.6999,-122.305,445000,2170,5257,2170,0,1430,7528
47.7204,-122.196,386900,1330,10500,960,370,1460,11550
47.5771,-122.151,479000,1340,13750,1340,0,1430,11400
47.5319,-121.867,525000,2200,4544,2200,0,2400,5431
47.3224,-122.343,272000,2520,10890,1260,1260,2090,12375
47.7165,-122.308,517000,1180,13500,1180,0,1580,8976
47.6993,-122.378,615000,2660,7800,1330,1330,1950,6240
47.6285,-122.118,439000,1250,7030,1250,0,1460,7210
47.5622,-122.022,716000,2270,7866,2270,0,2580,8132
47.5128,-122.251,308000,1080,6250,1080,0,2100,6875
47.643,-122.361,800000,1620,4500,1620,0,1210,4320
47.6771,-122.398,575000,940,5000,880,60,1420,5000
47.3665,-122.107,219950,1620,9310,1620,0,1610,10640
47.5478,-122.153,770000,2350,8001,2350,0,2460,8001
47.7326,-122.194,424950,2090,7505,2090,0,1510,7416
47.5124,-121.866,387000,1760,45133,1760,0,1910,51773
47.7431,-122.286,790000,2050,10920,1450,600,2440,10920
47.5065,-122.339,156000,600,4000,600,0,1290,6973
47.5259,-122.261,580000,2540,7000,1320,1220,2160,6000
47.6715,-122.164,490000,2090,10869,2090,0,1800,17788
47.5959,-122.291,950000,2700,3650,2070,630,1940,4000
47.5659,-122.37,400000,1410,1281,1090,320,1410,2550
47.7041,-122.351,325000,1170,1638,1170,0,1350,1407
47.3314,-122.18,365000,2540,6688,2540,0,2810,6776
47.3063,-122.223,255000,2190,6000,2190,0,1610,6000
47.7246,-122.284,985000,3890,13261,2870,1020,3080,13261
47.6955,-122.301,595000,2030,10722,1100,930,1610,9134
47.7318,-122.305,427500,1350,7085,1350,0,1350,7085
47.6205,-122.291,728000,1940,4000,1310,630,1940,4000
47.6898,-122.384,549950,1260,4000,1000,260,1780,4000
47.7055,-122.315,650000,2800,10501,1400,1400,2260,6534
47.6651,-122.19,1.13E+06,3080,13394,2230,850,2810,10720
47.3637,-122.083,203000,840,6500,840,0,920,4680
47.5496,-122.279,311000,860,3300,860,0,1380,4400
47.7705,-122.269,387500,2400,7684,1200,1200,1290,9800
47.7471,-122.324,370000,1640,7200,1640,0,1500,9000
47.7317,-122.296,228000,1060,6100,1060,0,1550,9150
47.6896,-122.362,740000,2080,4800,1080,1000,1310,4800
47.5077,-122.268,200000,2090,6630,1070,1020,1550,7980
47.6835,-122.347,660000,1240,3500,1240,0,1650,3360
47.4806,-122.287,275000,2030,8426,2030,0,1190,7007
47.6496,-122.392,708000,1120,5250,950,170,1510,5250
47.4639,-121.744,280000,1270,9675,1270,0,1270,11700
47.3488,-122.151,325000,2260,5702,2260,0,2450,6381
47.4723,-121.707,495000,1780,47480,1780,0,1890,51836
47.6474,-122.362,691000,1780,3810,980,800,1690,3810
47.6344,-122.214,2.29E+06,4080,18362,4080,0,4080,19991
47.341,-122.265,329500,2120,22482,1360,760,2330,16016
47.3045,-122.351,348000,2060,7458,2060,0,2480,7743
47.7152,-122.282,425000,1670,6212,1670,0,1670,7272
47.5515,-122.357,210000,1080,21043,1080,0,1380,7620
47.5202,-122.373,285000,1210,4895,710,500,1100,6000
47.3074,-122.371,222000,990,8840,990,0,1120,8625
47.2917,-122.188,200000,1720,9600,1120,600,1520,9400
47.2974,-122.372,247500,1530,8749,1530,0,1750,8749
47.4302,-122.095,1.50E+06,6550,217374,5400,1150,4110,50378
47.4864,-122.337,190000,1100,9452,1100,0,1350,9452
47.6467,-122.304,975000,3020,4950,2020,1000,2300,5450
47.6583,-122.273,1.13E+06,3180,4649,2070,1110,2720,5980
47.3348,-122.324,283200,1830,12540,1130,700,2020,12540
47.7176,-122.36,650000,2540,8073,1880,660,2110,7702
47.7703,-122.343,449500,1770,6610,960,810,2010,4361
47.7315,-122.226,400000,1470,6682,1470,0,1790,7379
47.5098,-122.334,89950,570,4080,570,0,890,5100
47.5006,-122.334,158800,960,8291,960,0,1110,8231
47.5437,-122.395,870000,2940,7108,2220,720,2240,7950
47.2976,-122.271,196000,1000,18568,1000,0,1610,17420
47.6536,-122.414,850000,2450,8603,1340,1110,2280,5779
47.6649,-122.08,775000,3310,5101,3310,0,3010,5176
47.5307,-122.047,483500,1670,4308,1670,0,1670,2897
47.767,-121.903,387000,1620,21929,1620,0,1600,21679
47.7602,-122.278,900000,2990,30869,2990,0,1750,15802
47.5659,-122.36,336000,1240,5000,1240,0,1050,5000
47.561,-122.275,415000,670,6000,670,0,1240,5040
47.7145,-122.356,380000,1470,979,1470,0,1470,1399
47.6231,-122.292,350000,1320,4400,1320,0,1350,4400
47.5285,-122.135,1.32E+06,6110,10369,6110,0,4190,10762
47.6474,-122.412,765000,2440,5800,1320,1120,2530,5800
47.4954,-122.152,527000,2900,6736,2900,0,2900,6736
47.5502,-122.268,524000,2310,5000,1480,830,1100,5000
47.6925,-122.32,448000,1110,5413,890,220,1300,5413
47.7302,-122.096,775000,4100,241322,2500,1600,3770,87821
47.3745,-122.231,176500,930,9900,930,0,930,7200
47.4954,-122.366,750000,2420,11120,1620,800,2210,8497
47.6362,-122.282,1.27E+06,2870,6000,1730,1140,2370,5500
47.505,-122.366,250000,1480,6750,1480,0,1480,7594
47.6032,-122.285,759000,1960,6390,1960,0,2440,5870
47.6398,-122.393,640000,1470,4640,1470,0,1700,5000
47.6782,-122.311,990000,2460,4182,2100,360,2370,4284
47.7326,-122.291,395000,1960,7945,980,980,1290,7945
47.7677,-122.315,275000,1160,1103,890,270,1160,1086
47.4956,-122.162,390000,1910,4755,1910,0,2460,6099
47.6612,-122.363,752500,2720,4680,1710,1010,1670,4800
47.6725,-122.396,450000,1020,5000,1020,0,1490,5000
47.6804,-122.378,473000,900,5100,900,0,1400,5100
47.4418,-121.772,178500,1120,10450,1120,0,1250,10414
47.4052,-122.028,485000,2340,59058,2340,0,2700,37263
47.2914,-122.368,215000,1410,8415,780,630,1440,7361
47.5747,-122.384,589000,1920,4862,1060,860,1840,4862
47.7572,-122.228,325000,1370,9993,1370,0,1650,11592
47.5903,-122.388,580000,1590,1937,1590,0,1620,2022
47.4217,-122.333,181100,1850,7500,1850,0,1460,7500
47.6462,-122.384,345000,1430,4200,830,600,1540,5000
47.7027,-122.282,781000,1940,8729,1460,480,2250,9165
47.6135,-122.307,402500,1270,3630,1270,0,1420,4848
47.5292,-122.348,426000,1380,7200,1080,300,1220,7200
47.5426,-121.879,389000,1720,4515,1720,0,2220,4618
47.4708,-122.015,670000,4050,36171,2620,1430,3660,42874
47.6283,-122.312,1.51E+06,3660,5800,3360,300,3240,5800
47.4915,-122.167,288400,1870,3230,1870,0,1620,3363
47.682,-122.349,700000,2230,4635,1510,720,1520,4635
47.6563,-122.401,830000,2020,6000,1220,800,1400,6000
47.4485,-122.369,1.90E+06,3690,32044,3690,0,2310,26988
47.6924,-122.321,350500,1450,6380,1450,0,1240,6380
47.4521,-122.36,431000,1630,9000,1630,0,1600,11120
47.7767,-122.378,485000,1840,8250,1340,500,1970,7920
47.7014,-122.381,780000,1620,7500,1620,0,2440,7800
47.5281,-122.388,720000,1840,9000,1340,500,1880,7560
47.7528,-122.119,415000,1360,73616,1360,0,2040,50965
47.6838,-122.386,480000,2080,5500,1040,1040,1280,4000
47.77,-122.259,452250,2550,10000,1560,990,2440,10000
47.311,-122.345,316000,2550,8170,2550,0,1840,8823
47.5117,-122.248,700000,1160,17635,1160,0,1510,13122
47.5183,-122.265,285000,1760,5500,780,980,1510,5500
47.6782,-122.314,575000,1720,4050,860,860,1720,4410
47.435,-122.347,590000,2300,12430,1580,720,2500,12430
47.431,-122.338,587500,2500,20868,1600,900,2170,15026
47.7612,-122.31,364000,1750,10270,1750,0,1750,10127
47.6478,-122.061,490000,1890,10190,1890,0,2080,9794
47.4688,-122.013,410000,1800,36704,1360,440,2730,36404
47.5476,-122.012,520000,2160,4297,2160,0,2160,3968
47.7164,-122.351,389000,1380,6591,1380,0,1610,6594
47.6531,-122.373,450000,1180,6000,1180,0,1600,6000
47.3986,-122.169,325000,2550,4240,2550,0,2550,4240
47.6631,-122.337,660000,1070,5000,1070,0,1400,4000
47.5363,-122.385,850000,2870,8170,2250,620,1310,8170
47.3794,-122.113,285000,1940,9874,1940,0,1860,8875
47.6659,-122.369,395000,870,3121,870,0,1570,1777
47.6545,-122.348,440000,1550,2401,1550,0,1550,3446
47.5133,-122.196,249000,1400,5648,1400,0,2320,9420
47.6621,-122.288,635000,1210,4400,1210,0,2020,3750
47.2609,-122.27,515000,3430,48993,3430,0,2460,36256
47.6332,-122.29,1.40E+06,3020,6073,3020,0,3020,7700
47.4572,-122.351,200000,950,8100,950,0,1620,7630
47.5232,-122.383,1.14E+06,3370,8103,1970,1400,2120,6360
47.566,-122.38,445000,1460,4600,780,680,1560,4600
47.6782,-122.361,555000,1740,4200,1640,100,1660,3750
47.5734,-122.395,537000,1720,6413,860,860,1280,6413
47.4629,-122.187,315000,1480,7500,1480,0,1480,7500
47.5862,-122.054,805000,3320,7266,3320,0,3060,10269
47.3198,-122.386,414000,3490,9030,3490,0,2540,8400
47.5916,-122.293,375000,1160,1648,1160,0,1458,2351
47.707,-122.316,401000,3010,12523,1780,1230,2040,7560
47.4231,-122.329,210000,1030,4583,1030,0,1730,8023
47.7002,-122.314,365000,980,5110,780,200,1430,5110
47.4938,-122.262,178000,1990,18200,1990,0,1860,8658
47.6405,-122.301,710000,1790,4000,1040,750,1310,4000
47.489,-122.337,255000,810,7980,810,0,1440,7980
47.7653,-122.077,528000,2940,38009,1700,1240,2620,38300
47.263,-122.216,537000,4883,26040,3859,1024,3736,9870
47.5755,-122.396,442000,1360,6110,1010,350,1520,6110
47.7002,-121.912,375000,1370,19550,1370,0,1430,17550
47.6662,-122.083,637250,2120,3220,2120,0,2120,3547
47.5142,-122.389,427500,1240,7200,1240,0,1640,7200
47.6624,-122.01,700000,2770,89298,2770,0,2650,89298
47.5843,-122.385,680000,1660,5750,1080,580,2060,5560
47.6873,-122.291,393820,1170,8251,1170,0,1360,6798
47.5631,-122.317,525000,2470,7200,1350,1120,1500,6000
47.679,-122.368,505000,1310,3816,1110,200,1510,3816
47.6602,-122.188,555565,1670,11337,1670,0,2210,11337
47.7045,-122.379,650000,1660,10819,1240,420,3110,11853
47.5444,-121.881,632500,3500,7254,2760,740,2820,6317
47.3606,-122.039,269000,1440,3800,1440,0,1890,3819
47.7301,-122.223,405000,2360,7716,1390,970,2160,8794
47.7262,-122.06,845000,3460,15745,3460,0,3350,14825
47.3608,-122.29,234000,1750,8820,1750,0,1400,9600
47.6692,-122.399,638000,1470,4236,1470,0,1480,5400
47.4678,-121.745,290000,1710,10950,1060,650,1180,10950
47.2082,-121.995,262000,520,12981,520,0,1340,12233
47.3494,-122.153,270000,2350,5835,2350,0,3010,5772
47.6822,-122.4,875000,2380,4876,2240,140,1780,4559
47.3631,-122.276,299000,1920,7840,1920,0,2170,7210
47.5286,-122.032,551000,1580,6000,1580,0,1580,6000
47.4486,-122.353,350000,3070,5280,2360,710,2570,18983
47.6501,-122.217,1.90E+06,2660,13367,2660,0,2660,13367
47.6787,-122.363,511718,1700,5000,850,850,1690,5000
47.5489,-122.092,965000,5010,49222,3710,1300,3140,54014
47.7539,-122.219,475000,2680,4673,2680,0,2460,4645
47.6797,-122.359,1.06E+06,2720,4000,1840,880,1600,4000
47.4408,-122.461,252000,940,15450,940,0,1370,34820
47.4388,-122.339,580000,3596,13700,1798,1798,1894,10500
47.5877,-122.316,374950,1240,1172,1000,240,1260,1111
47.5135,-122.2,739000,4660,9900,2600,2060,3380,9900
47.3967,-122.174,271000,1710,7200,910,800,1730,7200
47.4866,-122.303,230000,930,7550,930,0,1370,10176
47.3239,-122.35,210000,1430,9150,1070,360,1430,6364
47.4563,-122.348,350000,1650,5700,1650,0,1320,7620
47.7256,-122.166,491500,1560,12000,1110,450,2190,4612
47.4639,-121.744,325000,1870,9825,1250,620,1380,11475
47.3635,-122.045,190000,1320,7625,1320,0,1420,7500
47.6826,-122.378,658600,1400,4690,1400,0,1400,4690
47.473,-122.328,299950,1940,8951,1300,640,2000,8319
47.6028,-122.298,464000,2000,3000,1200,800,1330,4000
47.5027,-122.33,308000,1640,18144,1640,0,1500,9065
47.6795,-122.202,625000,1020,7650,1020,0,1870,5500
47.3729,-122.295,240000,1630,9450,1080,550,1280,9100
47.3401,-122.067,530000,2940,35996,2940,0,2890,35089
47.5488,-122.197,1.00E+06,2120,8944,2120,0,2870,8944
47.6178,-122.299,439000,790,2400,790,0,1580,2566
47.7013,-122.35,575000,2020,6200,1010,1010,1440,4158
47.7629,-122.315,418000,1530,7238,1530,0,1580,7238
47.639,-122.219,1.21E+06,3250,10949,2940,310,2340,15234
47.643,-122.359,1.10E+06,2930,3200,2130,800,1900,4320
47.6387,-122.284,1.90E+06,3150,8550,3150,0,2510,8550
47.733,-122.09,580000,2180,40278,2180,0,2630,40000
47.5285,-122.378,380000,1040,7372,840,200,1930,5150
47.4858,-122.202,256000,880,5375,880,0,980,4838
47.7127,-122.325,349950,1400,7066,1400,0,1400,7320
47.6944,-122.274,691500,2600,7200,2600,0,1790,6175
47.6668,-122.299,556000,1590,2500,1190,400,1420,3800
47.3146,-122.384,218000,1610,7084,1280,330,2170,8505
47.5552,-122.311,425000,1390,4500,1390,0,1900,5460
47.693,-121.868,935000,3710,38509,3710,0,1680,25865
47.5728,-122.163,732000,2360,11300,2360,0,2290,11951
47.6245,-122.193,805500,1440,10330,1440,0,2080,10327
47.5659,-122.38,507250,1400,5750,1100,300,1500,5175
47.6417,-121.992,800000,4600,67369,4600,0,4600,67369
47.6068,-122.112,600000,2100,8276,2100,0,2420,18135
47.6446,-122.068,627800,2010,12044,2010,0,2200,11144
47.6739,-122.323,660000,2550,6000,1860,690,2010,4000
47.3241,-122.322,153503,1240,3649,1240,0,1400,3721
47.7334,-122.167,456500,2090,9163,1460,630,1960,7713
47.6341,-122.208,1.31E+06,2770,8100,2770,0,2070,8100
47.7126,-122.104,843500,3560,11448,3560,0,3290,11506
47.667,-122.333,625000,1240,4080,1240,0,2060,4080
47.6645,-122.326,527000,1640,4080,840,800,1980,4080
47.6203,-122.212,1.97E+06,3940,13738,3940,0,2370,13320
47.6387,-122.177,1.00E+06,3150,50094,3150,0,3600,48787
47.6786,-122.367,855000,2550,5300,1720,830,1590,4505
47.5157,-122.116,725000,3940,27591,3440,500,3420,29170
47.5249,-122.373,315000,580,7200,580,0,1360,7560
47.28,-122.257,180000,1330,16000,1330,0,1330,14374
47.5333,-122.388,700000,930,5000,930,0,1760,5228
47.6615,-122.179,476500,1060,8625,1060,0,2010,8901
47.4327,-122.328,193000,1180,9048,1180,0,1460,8942
47.3618,-122.195,295000,1850,6663,1850,0,1850,6417
47.5483,-122.394,363000,820,4880,820,0,1320,4880
47.7121,-122.072,875000,3600,21794,3600,0,3410,19864
47.3066,-122.209,257200,1850,8250,1150,700,1580,7153
47.6371,-122.119,555000,2240,11250,2240,0,2200,12500
47.1559,-121.646,380000,1860,15559,1860,0,1110,11586
47.3061,-122.359,282000,2390,7330,2390,0,1980,6735
47.6952,-122.323,545000,2040,6034,2040,0,1380,5986
47.6779,-122.294,550000,1900,5000,1640,260,2090,5000
47.6779,-122.294,921500,1900,5000,1640,260,2090,5000
47.6308,-122.312,885000,2200,2880,1440,760,2440,4640
47.6503,-122.368,820000,2280,6660,1960,320,1720,5336
47.494,-122.165,289000,1090,7315,1090,0,1090,5800
47.5624,-122.394,334000,670,5750,670,0,1170,5750
47.3106,-121.999,206000,1050,5233,1050,0,970,7500
47.6971,-122.281,491950,2090,10733,1440,650,1740,8100
47.5253,-121.93,430000,2030,7770,2030,0,1360,10782
47.3684,-122.092,208000,1250,7995,1250,0,1540,7650
47.3174,-122.366,245000,2600,6390,1390,1210,2110,6700
47.6776,-122.361,426000,640,2500,640,0,1460,4200
47.4787,-122.129,400000,2120,3742,2120,0,2250,4696
47.6837,-122.291,553000,1330,5100,900,430,1500,5100
47.6919,-122.371,296000,750,4680,750,0,1450,4400
47.3321,-122.105,428000,2230,32660,2230,0,2400,33120
47.551,-122.356,325000,1890,6156,980,910,1590,6954
47.7512,-122.34,294000,820,6366,820,0,1580,10169
47.5116,-122.161,410000,1880,8424,1380,500,1970,8523
47.2843,-122.294,590000,2360,57514,2360,0,2037,35733
47.5669,-122.017,445000,1850,4050,1850,0,1650,4468
47.6044,-122.284,921000,2310,5362,2010,300,2530,5960
47.4777,-121.763,496000,2520,37616,2520,0,1470,33750
47.4075,-122.294,95000,800,8550,800,0,1490,8550
47.5378,-122.369,359000,1580,6396,790,790,1180,6396
47.4828,-121.718,452500,2430,88426,1570,860,1560,56827
47.559,-122.397,555000,2350,6200,1410,940,1800,6150
47.3488,-122.095,549900,3800,42316,3800,0,2580,35775
47.7589,-122.277,569000,3670,10583,2060,1610,2720,13865
47.4562,-122.158,318500,1780,7350,900,880,1480,7350
47.6192,-122.299,487028,1295,1093,1105,190,1295,1413
47.3784,-122.303,240000,1350,7560,950,400,1470,7560
47.3857,-122.212,253000,1440,9806,1440,0,1590,9782
47.3937,-122.323,380000,1320,38125,1120,200,2360,15070
47.3009,-122.125,250000,700,16828,700,0,2010,29316
47.3103,-122.199,368500,2510,19141,2510,0,2400,13030
47.1986,-121.967,340000,3180,27586,1400,1780,2180,27586
47.5427,-122.388,400000,910,4000,910,0,1060,1346
47.68,-122.399,835000,1570,4625,1570,0,1760,4625
47.3061,-122.36,299000,2450,7062,2450,0,1960,7200
47.6458,-122.32,1.68E+06,4910,6600,3580,1330,3280,5500
47.3156,-122.188,265000,1570,5706,1570,0,1570,5706
47.4956,-122.161,437500,2680,7513,2680,0,2640,7243
47.657,-122.394,865000,2090,4725,1610,480,1280,4725
47.5709,-122.018,626000,2150,7200,2150,0,2510,7222
47.596,-122.311,247300,1140,1118,1040,100,1140,1118
47.5954,-122.206,2.08E+06,4230,20377,4230,0,3980,20489
47.5448,-122.32,425000,1790,6000,1790,0,1060,4000
47.6134,-122.112,905000,3100,10200,1660,1440,2700,10455
47.6963,-122.393,641250,2220,2550,2220,0,2200,5610
47.5631,-122.085,675000,2370,9679,2370,0,2290,7944
47.4843,-121.752,845000,4070,115434,4070,0,2970,95832
47.7627,-122.353,401500,1790,8400,1260,530,1470,8400
47.6825,-122.097,395000,1610,3755,1610,0,1300,3823
47.5773,-122.226,1.10E+06,2830,18050,1630,1200,2370,14250
47.4762,-122.293,145000,1010,5490,1010,0,1740,10658
47.6803,-122.387,900000,1560,3825,1390,170,1700,5100
47.7289,-122.203,374500,1330,8636,1330,0,1370,7475
47.6044,-122.168,850000,2330,10451,2330,0,1880,8400
47.5689,-122.393,490000,960,5750,960,0,1520,5750
47.2635,-122.312,304000,1710,6773,1710,0,2220,7551
47.7648,-122.33,400000,2230,7200,1300,930,2010,7752
47.7661,-122.205,454000,1700,10000,1700,0,1460,9621
47.5293,-122.272,160000,1040,4750,850,190,1350,5000
47.67,-122.155,542000,1070,8030,1070,0,1540,7875
47.4468,-122.341,403500,3600,17300,2410,1190,2620,30200
47.3671,-122.029,418000,2750,8471,2750,0,2610,7482
47.4029,-122.321,406000,1920,6000,1920,0,1920,6000
47.3814,-122.322,242500,1770,10000,1340,430,1270,5055
47.448,-122.121,425000,2460,5440,2460,0,2460,5124
47.667,-122.336,613000,1550,4815,1550,0,1680,4013
47.4493,-121.777,189000,1460,11481,1170,290,1540,9680
47.7061,-122.307,700000,2440,9450,2440,0,1720,7503
47.6693,-122.339,750000,1640,6516,1440,200,1770,4000
47.6877,-122.325,494000,1290,4650,1290,0,1640,3900
47.5972,-122.018,700000,3150,7778,3150,0,2970,6500
47.7203,-122.024,705000,2305,5580,2305,0,1440,5748
47.7409,-122.089,356000,1060,16470,1060,0,1790,16748
47.6659,-122.144,625000,2060,12558,1350,710,1850,8722
47.4177,-122.319,144975,900,7500,900,0,1350,7500
47.5426,-121.995,970000,3890,5906,3060,830,4170,6052
47.7399,-122.099,415000,1910,12596,1340,570,1550,13310
47.7306,-122.227,485000,2340,7048,1340,1000,1440,8088
47.6993,-122.118,799950,2900,11769,2900,0,2900,9611
47.7231,-122.038,783350,3290,35001,3290,0,4090,40371
47.6342,-122.342,430000,630,1362,630,0,1090,1376
47.6306,-122.288,2.54E+06,5410,13431,5050,360,3750,11596
47.6915,-122.053,975000,4270,43386,2680,1590,3630,36180
47.6304,-122.218,950000,1700,8050,1130,570,2920,12239
47.7256,-122.361,350000,1430,8157,1150,280,1820,8157
47.7097,-122.305,637000,2850,7510,2850,0,1510,8833
47.4806,-122.152,895000,2160,105415,2160,0,2760,9620
47.5658,-122.276,579000,1760,7200,880,880,1760,7200
47.2877,-122.293,314900,2700,27072,1380,1320,2460,34850
47.2109,-121.985,122000,860,6000,860,0,1300,6000
47.6868,-122.349,405000,880,3000,880,0,1300,3000
47.6254,-122.292,553650,1360,1349,1050,310,1430,4400
47.5472,-122.371,369900,1770,1853,1770,0,1770,1924
47.2718,-122.291,225000,2030,24829,1220,810,1980,15204
47.4889,-122.259,160000,1180,9350,1180,0,1780,9306
47.4116,-122.029,449500,2430,199940,1310,1120,2220,150282
47.6337,-122.199,650000,1300,8266,1300,0,1300,8707
47.7661,-122.071,542126,2360,43088,2360,0,2850,39216
47.4752,-121.755,309950,1200,15606,1200,0,1210,15606
47.2841,-122.255,115000,1000,16524,1000,0,1350,10208
47.3891,-122.282,221700,1556,20000,1556,0,2250,17286
